# x	y	u	v	flags	mask
1.0400e+03	1.0960e+03	-1.7905e+00	-5.0139e+00	0.0000e+00	0.0000e+00
3.2000e+01	1.0400e+03	1.5711e+01	1.1285e+01	0.0000e+00	0.0000e+00
8.8000e+01	1.0400e+03	-3.0799e+01	2.7708e+01	0.0000e+00	0.0000e+00
1.4400e+02	1.0400e+03	1.5623e+01	6.7271e+00	0.0000e+00	0.0000e+00
2.0000e+02	1.0400e+03	-1.1405e+01	2.8151e+01	0.0000e+00	0.0000e+00
2.5600e+02	1.0400e+03	-2.3002e-01	3.3945e-01	0.0000e+00	0.0000e+00
3.1200e+02	1.0400e+03	1.5652e+01	-6.7535e+00	0.0000e+00	0.0000e+00
3.6800e+02	1.0400e+03	-1.5689e+01	-1.0670e+01	0.0000e+00	0.0000e+00
4.2400e+02	1.0400e+03	-1.8389e+01	1.8979e+01	0.0000e+00	0.0000e+00
4.8000e+02	1.0400e+03	-2.9065e+01	-9.3537e-01	0.0000e+00	0.0000e+00
5.3600e+02	1.0400e+03	1.4043e+01	-1.5159e+01	0.0000e+00	0.0000e+00
5.9200e+02	1.0400e+03	1.5691e+01	-9.1641e-01	0.0000e+00	0.0000e+00
6.4800e+02	1.0400e+03	-2.7236e+01	2.7747e+00	0.0000e+00	0.0000e+00
7.0400e+02	1.0400e+03	2.1291e-01	-6.6846e-02	0.0000e+00	0.0000e+00
7.6000e+02	1.0400e+03	-2.8847e-02	-1.1395e-01	0.0000e+00	0.0000e+00
8.1600e+02	1.0400e+03	-1.5853e+01	-4.3966e+00	0.0000e+00	0.0000e+00
8.7200e+02	1.0400e+03	-5.8883e+00	-6.1185e+00	0.0000e+00	0.0000e+00
9.2800e+02	1.0400e+03	2.6071e+01	2.1848e+01	0.0000e+00	0.0000e+00
9.8400e+02	1.0400e+03	1.4247e+00	1.7874e-01	0.0000e+00	0.0000e+00
1.0400e+03	1.0400e+03	-1.6603e+01	-2.5025e+01	0.0000e+00	0.0000e+00
3.2000e+01	9.8400e+02	8.7692e-01	5.8932e+00	0.0000e+00	0.0000e+00
8.8000e+01	9.8400e+02	1.5155e+01	6.8238e+00	0.0000e+00	0.0000e+00
1.4400e+02	9.8400e+02	-2.7150e+01	1.4299e+01	0.0000e+00	0.0000e+00
2.0000e+02	9.8400e+02	1.5747e+01	9.6290e+00	0.0000e+00	0.0000e+00
2.5600e+02	9.8400e+02	-7.6802e+00	-1.5941e+01	0.0000e+00	0.0000e+00
3.1200e+02	9.8400e+02	1.1879e+01	1.5541e-01	0.0000e+00	0.0000e+00
3.6800e+02	9.8400e+02	1.6408e+01	3.0882e+01	0.0000e+00	0.0000e+00
4.2400e+02	9.8400e+02	1.5764e+01	-8.6940e+00	0.0000e+00	0.0000e+00
4.8000e+02	9.8400e+02	6.1935e+00	-1.2806e+01	0.0000e+00	0.0000e+00
5.3600e+02	9.8400e+02	2.8564e+01	2.0522e+01	0.0000e+00	0.0000e+00
5.9200e+02	9.8400e+02	1.6094e+01	-1.4936e+01	0.0000e+00	0.0000e+00
6.4800e+02	9.8400e+02	6.0344e+00	-2.9931e+00	0.0000e+00	0.0000e+00
7.0400e+02	9.8400e+02	1.1209e+01	-1.5629e+01	0.0000e+00	0.0000e+00
7.6000e+02	9.8400e+02	7.2808e+00	5.1191e-01	0.0000e+00	0.0000e+00
8.1600e+02	9.8400e+02	-2.2338e-01	-2.7701e+01	0.0000e+00	0.0000e+00
8.7200e+02	9.8400e+02	-1.3191e+01	-1.5762e+01	0.0000e+00	0.0000e+00
9.2800e+02	9.8400e+02	-3.0764e+01	3.0686e+01	0.0000e+00	0.0000e+00
9.8400e+02	9.8400e+02	1.5674e+01	-9.7877e+00	0.0000e+00	0.0000e+00
1.0400e+03	9.8400e+02	-1.5947e+01	-1.1732e+01	0.0000e+00	0.0000e+00
3.2000e+01	9.2800e+02	1.5661e+01	4.1753e-01	0.0000e+00	0.0000e+00
8.8000e+01	9.2800e+02	1.5950e+01	-6.8020e-01	0.0000e+00	0.0000e+00
1.4400e+02	9.2800e+02	-1.1194e+01	-6.1435e-02	0.0000e+00	0.0000e+00
2.0000e+02	9.2800e+02	1.6163e+01	7.2907e+00	0.0000e+00	0.0000e+00
2.5600e+02	9.2800e+02	-1.4068e+01	-5.1556e+00	0.0000e+00	0.0000e+00
3.1200e+02	9.2800e+02	-1.6424e+01	-1.3020e+01	0.0000e+00	0.0000e+00
3.6800e+02	9.2800e+02	-7.4540e+00	-1.9700e+00	0.0000e+00	0.0000e+00
4.2400e+02	9.2800e+02	2.8097e+00	1.9889e+00	0.0000e+00	0.0000e+00
4.8000e+02	9.2800e+02	2.4642e+01	-3.0068e+01	0.0000e+00	0.0000e+00
5.3600e+02	9.2800e+02	-1.6796e+01	2.8257e+01	0.0000e+00	0.0000e+00
5.9200e+02	9.2800e+02	1.6163e+00	4.9203e-01	0.0000e+00	0.0000e+00
6.4800e+02	9.2800e+02	-1.5756e+01	1.1729e+01	0.0000e+00	0.0000e+00
7.0400e+02	9.2800e+02	1.0783e+01	-2.9136e+01	0.0000e+00	0.0000e+00
7.6000e+02	9.2800e+02	9.0885e+00	-1.5720e+01	0.0000e+00	0.0000e+00
8.1600e+02	9.2800e+02	1.5879e+01	1.9708e+01	0.0000e+00	0.0000e+00
8.7200e+02	9.2800e+02	-1.6059e+01	2.4937e+01	0.0000e+00	0.0000e+00
9.2800e+02	9.2800e+02	4.4223e+00	-9.3014e-01	0.0000e+00	0.0000e+00
9.8400e+02	9.2800e+02	-2.9232e+01	-1.9603e+01	0.0000e+00	0.0000e+00
1.0400e+03	9.2800e+02	2.9899e+01	-1.5685e+01	0.0000e+00	0.0000e+00
3.2000e+01	8.7200e+02	7.3008e-01	-1.9931e+00	0.0000e+00	0.0000e+00
8.8000e+01	8.7200e+02	-1.7438e+01	2.5858e+01	0.0000e+00	0.0000e+00
1.4400e+02	8.7200e+02	-4.1336e-01	-2.4549e+00	0.0000e+00	0.0000e+00
2.0000e+02	8.7200e+02	2.4007e+01	-2.2061e+01	0.0000e+00	0.0000e+00
2.5600e+02	8.7200e+02	1.7717e-01	1.2161e-01	0.0000e+00	0.0000e+00
3.1200e+02	8.7200e+02	-1.5664e+01	1.0319e-01	0.0000e+00	0.0000e+00
3.6800e+02	8.7200e+02	1.6371e+01	5.6754e+00	0.0000e+00	0.0000e+00
4.2400e+02	8.7200e+02	4.1668e-01	5.3074e-01	0.0000e+00	0.0000e+00
4.8000e+02	8.7200e+02	2.0881e+01	-3.3399e+00	0.0000e+00	0.0000e+00
5.3600e+02	8.7200e+02	-3.1113e+01	2.6027e+01	0.0000e+00	0.0000e+00
5.9200e+02	8.7200e+02	3.6880e-02	-8.1574e-02	0.0000e+00	0.0000e+00
6.4800e+02	8.7200e+02	1.7760e+00	4.4078e-02	0.0000e+00	0.0000e+00
7.0400e+02	8.7200e+02	-3.6287e+00	-4.2506e+00	0.0000e+00	0.0000e+00
7.6000e+02	8.7200e+02	2.6852e+01	2.1694e+01	0.0000e+00	0.0000e+00
8.1600e+02	8.7200e+02	1.5992e+01	-1.0883e+01	0.0000e+00	0.0000e+00
8.7200e+02	8.7200e+02	1.4598e+01	3.0157e+01	0.0000e+00	0.0000e+00
9.2800e+02	8.7200e+02	-1.6084e+01	3.2655e+00	0.0000e+00	0.0000e+00
9.8400e+02	8.7200e+02	-1.5515e+01	3.2730e+00	0.0000e+00	0.0000e+00
1.0400e+03	8.7200e+02	-1.3442e+01	-2.8097e+00	0.0000e+00	0.0000e+00
3.2000e+01	8.1600e+02	-1.5687e+01	-7.7224e+00	0.0000e+00	0.0000e+00
8.8000e+01	8.1600e+02	-2.1746e+00	1.1669e-01	0.0000e+00	0.0000e+00
1.4400e+02	8.1600e+02	1.9841e+00	1.6158e+01	0.0000e+00	0.0000e+00
2.0000e+02	8.1600e+02	2.0461e+01	2.3806e+01	0.0000e+00	0.0000e+00
2.5600e+02	8.1600e+02	1.5803e+01	-4.2086e+00	0.0000e+00	0.0000e+00
3.1200e+02	8.1600e+02	-1.0050e+01	5.9415e+00	0.0000e+00	0.0000e+00
3.6800e+02	8.1600e+02	1.5572e+01	5.8656e+00	0.0000e+00	0.0000e+00
4.2400e+02	8.1600e+02	-1.6948e-01	3.9450e+00	0.0000e+00	0.0000e+00
4.8000e+02	8.1600e+02	7.9509e+00	9.8854e+00	0.0000e+00	0.0000e+00
5.3600e+02	8.1600e+02	1.6607e+01	1.5871e+01	0.0000e+00	0.0000e+00
5.9200e+02	8.1600e+02	-2.7855e+01	-1.7864e+01	0.0000e+00	0.0000e+00
6.4800e+02	8.1600e+02	-9.1216e-02	1.1641e-01	0.0000e+00	0.0000e+00
7.0400e+02	8.1600e+02	5.0520e+00	2.3067e+00	0.0000e+00	0.0000e+00
7.6000e+02	8.1600e+02	-2.5585e+01	1.5757e+01	0.0000e+00	0.0000e+00
8.1600e+02	8.1600e+02	1.8400e+01	-1.4804e+01	0.0000e+00	0.0000e+00
8.7200e+02	8.1600e+02	-1.3800e-01	-4.7364e-01	0.0000e+00	0.0000e+00
9.2800e+02	8.1600e+02	-1.1931e+01	2.3807e+01	0.0000e+00	0.0000e+00
9.8400e+02	8.1600e+02	-1.6500e+01	2.6623e+01	0.0000e+00	0.0000e+00
1.0400e+03	8.1600e+02	-2.1313e+01	-2.5307e+01	0.0000e+00	0.0000e+00
3.2000e+01	7.6000e+02	1.4230e+01	-1.6205e+01	0.0000e+00	0.0000e+00
8.8000e+01	7.6000e+02	2.5147e+01	2.7116e+01	0.0000e+00	0.0000e+00
1.4400e+02	7.6000e+02	5.9285e+00	7.0782e+00	0.0000e+00	0.0000e+00
2.0000e+02	7.6000e+02	2.8619e+01	1.1125e+01	0.0000e+00	0.0000e+00
2.5600e+02	7.6000e+02	-2.5648e+01	-1.6002e+01	0.0000e+00	0.0000e+00
3.1200e+02	7.6000e+02	6.1977e+00	-1.3089e+01	0.0000e+00	0.0000e+00
3.6800e+02	7.6000e+02	-3.1298e+01	1.5596e+01	0.0000e+00	0.0000e+00
4.2400e+02	7.6000e+02	6.6888e+00	-1.2476e+01	0.0000e+00	0.0000e+00
4.8000e+02	7.6000e+02	1.5519e+01	9.2495e+00	0.0000e+00	0.0000e+00
5.3600e+02	7.6000e+02	-7.4227e+00	-1.5814e+01	0.0000e+00	0.0000e+00
5.9200e+02	7.6000e+02	5.2588e+00	-1.5690e+01	0.0000e+00	0.0000e+00
6.4800e+02	7.6000e+02	-1.4914e-02	2.7319e+01	0.0000e+00	0.0000e+00
7.0400e+02	7.6000e+02	1.6225e+00	4.6111e+00	0.0000e+00	0.0000e+00
7.6000e+02	7.6000e+02	-6.1284e+00	1.2831e+01	0.0000e+00	0.0000e+00
8.1600e+02	7.6000e+02	1.5968e+01	2.2890e+00	0.0000e+00	0.0000e+00
8.7200e+02	7.6000e+02	-1.5702e+01	-1.6044e+00	0.0000e+00	0.0000e+00
9.2800e+02	7.6000e+02	-6.3133e+00	2.4717e+01	0.0000e+00	0.0000e+00
9.8400e+02	7.6000e+02	1.8441e+01	-2.7338e+01	0.0000e+00	0.0000e+00
1.0400e+03	7.6000e+02	1.9303e+01	1.6517e+01	0.0000e+00	0.0000e+00
3.2000e+01	7.0400e+02	2.8848e+00	2.5017e-01	0.0000e+00	0.0000e+00
8.8000e+01	7.0400e+02	2.4375e-01	-2.1350e-01	0.0000e+00	0.0000e+00
1.4400e+02	7.0400e+02	4.7526e+00	-5.9855e+00	0.0000e+00	0.0000e+00
2.0000e+02	7.0400e+02	1.0844e+01	-1.5534e+01	0.0000e+00	0.0000e+00
2.5600e+02	7.0400e+02	-1.0876e+00	-1.4939e+00	0.0000e+00	0.0000e+00
3.1200e+02	7.0400e+02	4.1161e+00	-2.2996e-01	0.0000e+00	0.0000e+00
3.6800e+02	7.0400e+02	1.5594e+01	-1.6762e+00	0.0000e+00	0.0000e+00
4.2400e+02	7.0400e+02	-1.5540e+01	4.9431e+00	0.0000e+00	0.0000e+00
4.8000e+02	7.0400e+02	5.8836e+00	1.3162e+01	0.0000e+00	0.0000e+00
5.3600e+02	7.0400e+02	-7.0872e+00	1.5545e+01	0.0000e+00	0.0000e+00
5.9200e+02	7.0400e+02	7.1196e+00	1.4905e+01	0.0000e+00	0.0000e+00
6.4800e+02	7.0400e+02	-1.7775e+00	-1.9024e+01	0.0000e+00	0.0000e+00
7.0400e+02	7.0400e+02	1.5700e+01	9.3043e+00	0.0000e+00	0.0000e+00
7.6000e+02	7.0400e+02	-2.9452e+01	-8.1249e+00	0.0000e+00	0.0000e+00
8.1600e+02	7.0400e+02	-1.5817e+01	-2.3008e+00	0.0000e+00	0.0000e+00
8.7200e+02	7.0400e+02	5.7078e+00	7.9682e+00	0.0000e+00	0.0000e+00
9.2800e+02	7.0400e+02	8.6862e+00	3.2243e+00	0.0000e+00	0.0000e+00
9.8400e+02	7.0400e+02	2.7301e+00	-1.7534e+01	0.0000e+00	0.0000e+00
1.0400e+03	7.0400e+02	4.2057e-01	9.3996e-02	0.0000e+00	0.0000e+00
3.2000e+01	6.4800e+02	1.3682e+01	-1.5858e+01	0.0000e+00	0.0000e+00
8.8000e+01	6.4800e+02	1.5752e+01	-9.6419e+00	0.0000e+00	0.0000e+00
1.4400e+02	6.4800e+02	-1.5762e+01	-1.6370e+01	0.0000e+00	0.0000e+00
2.0000e+02	6.4800e+02	1.9408e+01	-2.4923e+01	0.0000e+00	0.0000e+00
2.5600e+02	6.4800e+02	1.5769e+01	-8.6208e+00	0.0000e+00	0.0000e+00
3.1200e+02	6.4800e+02	-6.6138e+00	-9.7758e+00	0.0000e+00	0.0000e+00
3.6800e+02	6.4800e+02	1.5647e+01	-3.3617e+00	0.0000e+00	0.0000e+00
4.2400e+02	6.4800e+02	-1.8703e+00	-8.1138e+00	0.0000e+00	0.0000e+00
4.8000e+02	6.4800e+02	3.7757e-01	1.5533e+01	0.0000e+00	0.0000e+00
5.3600e+02	6.4800e+02	-2.6644e+01	-4.4762e+00	0.0000e+00	0.0000e+00
5.9200e+02	6.4800e+02	-8.9274e+00	2.5991e+01	0.0000e+00	0.0000e+00
6.4800e+02	6.4800e+02	6.5509e+00	1.5872e+01	0.0000e+00	0.0000e+00
7.0400e+02	6.4800e+02	2.6646e+01	-2.5802e+01	0.0000e+00	0.0000e+00
7.6000e+02	6.4800e+02	1.7156e-01	1.7500e-01	0.0000e+00	0.0000e+00
8.1600e+02	6.4800e+02	1.5607e+01	2.4697e+00	0.0000e+00	0.0000e+00
8.7200e+02	6.4800e+02	-8.3657e+00	3.9687e-01	0.0000e+00	0.0000e+00
9.2800e+02	6.4800e+02	-2.5651e+01	-1.6116e+01	0.0000e+00	0.0000e+00
9.8400e+02	6.4800e+02	-4.7451e-01	-1.9200e+00	0.0000e+00	0.0000e+00
1.0400e+03	6.4800e+02	1.4560e+01	1.0422e+01	0.0000e+00	0.0000e+00
3.2000e+01	5.9200e+02	1.5553e+01	8.7967e+00	0.0000e+00	0.0000e+00
8.8000e+01	5.9200e+02	1.4258e+01	-9.8326e+00	0.0000e+00	0.0000e+00
1.4400e+02	5.9200e+02	-1.6919e+01	2.4787e+01	0.0000e+00	0.0000e+00
2.0000e+02	5.9200e+02	1.5703e+01	4.2445e+00	0.0000e+00	0.0000e+00
2.5600e+02	5.9200e+02	1.5488e+01	-7.9032e+00	0.0000e+00	0.0000e+00
3.1200e+02	5.9200e+02	1.8232e+01	-2.3628e+01	0.0000e+00	0.0000e+00
3.6800e+02	5.9200e+02	1.5205e-03	-5.7382e-01	0.0000e+00	0.0000e+00
4.2400e+02	5.9200e+02	-4.5674e+00	1.5569e+01	0.0000e+00	0.0000e+00
4.8000e+02	5.9200e+02	1.5927e+01	6.4689e+00	0.0000e+00	0.0000e+00
5.3600e+02	5.9200e+02	-2.7538e+01	-5.8590e+00	0.0000e+00	0.0000e+00
5.9200e+02	5.9200e+02	-3.0155e+01	2.6606e+01	0.0000e+00	0.0000e+00
6.4800e+02	5.9200e+02	-8.1916e+00	1.1018e+01	0.0000e+00	0.0000e+00
7.0400e+02	5.9200e+02	-1.7541e+00	9.0964e-01	0.0000e+00	0.0000e+00
7.6000e+02	5.9200e+02	-7.0603e+00	-1.5947e+01	0.0000e+00	0.0000e+00
8.1600e+02	5.9200e+02	1.7601e+00	9.7240e-01	0.0000e+00	0.0000e+00
8.7200e+02	5.9200e+02	-1.5657e+01	-3.6525e+00	0.0000e+00	0.0000e+00
9.2800e+02	5.9200e+02	9.3405e+00	5.7463e+00	0.0000e+00	0.0000e+00
9.8400e+02	5.9200e+02	3.8234e+00	-7.6609e-01	0.0000e+00	0.0000e+00
1.0400e+03	5.9200e+02	1.7129e-01	2.8269e+01	0.0000e+00	0.0000e+00
3.2000e+01	5.3600e+02	1.5553e+01	-2.1660e+00	0.0000e+00	0.0000e+00
8.8000e+01	5.3600e+02	1.5834e+01	-6.9612e+00	0.0000e+00	0.0000e+00
1.4400e+02	5.3600e+02	-1.4770e+01	-1.3669e+01	0.0000e+00	0.0000e+00
2.0000e+02	5.3600e+02	-9.4306e-01	1.5316e+01	0.0000e+00	0.0000e+00
2.5600e+02	5.3600e+02	1.0648e+01	-1.5977e+01	0.0000e+00	0.0000e+00
3.1200e+02	5.3600e+02	1.2808e+01	2.1154e+00	0.0000e+00	0.0000e+00
3.6800e+02	5.3600e+02	-1.0236e-01	1.5724e+01	0.0000e+00	0.0000e+00
4.2400e+02	5.3600e+02	-4.6026e+00	-1.5838e+01	0.0000e+00	0.0000e+00
4.8000e+02	5.3600e+02	-6.5157e-02	3.0933e+00	0.0000e+00	0.0000e+00
5.3600e+02	5.3600e+02	-6.1803e+00	1.5099e+01	0.0000e+00	0.0000e+00
5.9200e+02	5.3600e+02	9.5436e+00	1.6224e+01	0.0000e+00	0.0000e+00
6.4800e+02	5.3600e+02	-1.4708e+01	-1.5782e+01	0.0000e+00	0.0000e+00
7.0400e+02	5.3600e+02	8.1659e+00	-2.2621e+00	0.0000e+00	0.0000e+00
7.6000e+02	5.3600e+02	1.4639e+01	-3.0403e+00	0.0000e+00	0.0000e+00
8.1600e+02	5.3600e+02	-1.5725e+01	-6.0003e+00	0.0000e+00	0.0000e+00
8.7200e+02	5.3600e+02	-3.8366e+00	5.0986e+00	0.0000e+00	0.0000e+00
9.2800e+02	5.3600e+02	1.7118e-01	1.8940e-02	0.0000e+00	0.0000e+00
9.8400e+02	5.3600e+02	1.2077e+01	7.0868e+00	0.0000e+00	0.0000e+00
1.0400e+03	5.3600e+02	3.3431e+00	1.5769e+01	0.0000e+00	0.0000e+00
3.2000e+01	4.8000e+02	2.7630e+01	-3.0069e+01	0.0000e+00	0.0000e+00
8.8000e+01	4.8000e+02	-3.0945e+01	-2.7274e+01	0.0000e+00	0.0000e+00
1.4400e+02	4.8000e+02	-1.3929e-01	1.2927e-01	0.0000e+00	0.0000e+00
2.0000e+02	4.8000e+02	-7.2034e+00	-1.5039e+00	0.0000e+00	0.0000e+00
2.5600e+02	4.8000e+02	7.8980e+00	1.5985e+01	0.0000e+00	0.0000e+00
3.1200e+02	4.8000e+02	1.8939e+01	2.7879e+01	0.0000e+00	0.0000e+00
3.6800e+02	4.8000e+02	-1.0236e+00	-2.8109e-01	0.0000e+00	0.0000e+00
4.2400e+02	4.8000e+02	1.6787e+00	1.5545e+01	0.0000e+00	0.0000e+00
4.8000e+02	4.8000e+02	1.5736e+01	5.2786e+00	0.0000e+00	0.0000e+00
5.3600e+02	4.8000e+02	9.6760e+00	2.8784e+00	0.0000e+00	0.0000e+00
5.9200e+02	4.8000e+02	2.1609e+00	2.1917e+00	0.0000e+00	0.0000e+00
6.4800e+02	4.8000e+02	6.5935e+00	1.0493e+01	0.0000e+00	0.0000e+00
7.0400e+02	4.8000e+02	1.3113e+01	-3.0129e+01	0.0000e+00	0.0000e+00
7.6000e+02	4.8000e+02	1.5971e+01	-1.1287e+00	0.0000e+00	0.0000e+00
8.1600e+02	4.8000e+02	2.2257e+01	2.5798e+01	0.0000e+00	0.0000e+00
8.7200e+02	4.8000e+02	-6.8936e+00	-4.8673e+00	0.0000e+00	0.0000e+00
9.2800e+02	4.8000e+02	-3.0481e+01	-1.1793e+01	0.0000e+00	0.0000e+00
9.8400e+02	4.8000e+02	2.6193e+01	3.0481e+01	0.0000e+00	0.0000e+00
1.0400e+03	4.8000e+02	1.1624e+01	-1.5822e+01	0.0000e+00	0.0000e+00
3.2000e+01	4.2400e+02	3.8428e-02	7.5354e-01	0.0000e+00	0.0000e+00
8.8000e+01	4.2400e+02	2.4990e+01	-2.4153e+01	0.0000e+00	0.0000e+00
1.4400e+02	4.2400e+02	3.0182e+01	-2.1981e+01	0.0000e+00	0.0000e+00
2.0000e+02	4.2400e+02	1.4156e+01	-4.8293e+00	0.0000e+00	0.0000e+00
2.5600e+02	4.2400e+02	-1.5225e+01	9.5096e+00	0.0000e+00	0.0000e+00
3.1200e+02	4.2400e+02	1.5557e+01	1.5832e+01	0.0000e+00	0.0000e+00
3.6800e+02	4.2400e+02	-1.5791e+01	-6.7416e-01	0.0000e+00	0.0000e+00
4.2400e+02	4.2400e+02	1.5607e+01	6.4955e+00	0.0000e+00	0.0000e+00
4.8000e+02	4.2400e+02	1.8242e+01	2.0019e+01	0.0000e+00	0.0000e+00
5.3600e+02	4.2400e+02	1.5560e+01	-8.0096e+00	0.0000e+00	0.0000e+00
5.9200e+02	4.2400e+02	5.7658e+00	-1.5286e+00	0.0000e+00	0.0000e+00
6.4800e+02	4.2400e+02	3.3212e+00	3.2702e+00	0.0000e+00	0.0000e+00
7.0400e+02	4.2400e+02	-4.2320e+00	-1.0480e+01	0.0000e+00	0.0000e+00
7.6000e+02	4.2400e+02	1.5336e+01	2.9571e+00	0.0000e+00	0.0000e+00
8.1600e+02	4.2400e+02	2.5105e+01	1.5714e+01	0.0000e+00	0.0000e+00
8.7200e+02	4.2400e+02	-3.6345e-01	6.9532e+00	0.0000e+00	0.0000e+00
9.2800e+02	4.2400e+02	-3.3929e+00	-2.0998e+00	0.0000e+00	0.0000e+00
9.8400e+02	4.2400e+02	9.3958e-01	-2.3079e+00	0.0000e+00	0.0000e+00
1.0400e+03	4.2400e+02	-7.9406e+00	1.5009e+01	0.0000e+00	0.0000e+00
3.2000e+01	3.6800e+02	1.5520e+01	1.2899e+01	0.0000e+00	0.0000e+00
8.8000e+01	3.6800e+02	-6.2125e+00	-2.4454e-01	0.0000e+00	0.0000e+00
1.4400e+02	3.6800e+02	1.5738e+01	1.3430e+01	0.0000e+00	0.0000e+00
2.0000e+02	3.6800e+02	-1.4020e+01	1.4892e+01	0.0000e+00	0.0000e+00
2.5600e+02	3.6800e+02	8.0378e+00	-1.5572e+01	0.0000e+00	0.0000e+00
3.1200e+02	3.6800e+02	8.8194e+00	-1.1734e+01	0.0000e+00	0.0000e+00
3.6800e+02	3.6800e+02	1.0143e+01	1.5569e+01	0.0000e+00	0.0000e+00
4.2400e+02	3.6800e+02	-1.0897e+01	1.2894e+01	0.0000e+00	0.0000e+00
4.8000e+02	3.6800e+02	1.5593e+01	1.5803e+01	0.0000e+00	0.0000e+00
5.3600e+02	3.6800e+02	-2.4279e+01	-2.9270e+01	0.0000e+00	0.0000e+00
5.9200e+02	3.6800e+02	8.3441e-01	-2.7468e+00	0.0000e+00	0.0000e+00
6.4800e+02	3.6800e+02	1.5584e+01	1.5562e+01	0.0000e+00	0.0000e+00
7.0400e+02	3.6800e+02	6.7690e+00	1.5860e+01	0.0000e+00	0.0000e+00
7.6000e+02	3.6800e+02	-5.2297e+00	7.0233e+00	0.0000e+00	0.0000e+00
8.1600e+02	3.6800e+02	2.2065e+00	4.1777e+00	0.0000e+00	0.0000e+00
8.7200e+02	3.6800e+02	1.7238e+01	6.1600e+00	0.0000e+00	0.0000e+00
9.2800e+02	3.6800e+02	-5.3687e+00	-1.5535e+01	0.0000e+00	0.0000e+00
9.8400e+02	3.6800e+02	-6.7517e+00	-2.8947e-01	0.0000e+00	0.0000e+00
1.0400e+03	3.6800e+02	2.8649e+01	2.8202e+01	0.0000e+00	0.0000e+00
3.2000e+01	3.1200e+02	-1.3860e+01	1.3936e+01	0.0000e+00	0.0000e+00
8.8000e+01	3.1200e+02	1.5588e+01	7.3246e+00	0.0000e+00	0.0000e+00
1.4400e+02	3.1200e+02	1.6199e+01	-1.5085e+01	0.0000e+00	0.0000e+00
2.0000e+02	3.1200e+02	1.5654e+01	4.9498e+00	0.0000e+00	0.0000e+00
2.5600e+02	3.1200e+02	8.2563e+00	1.5537e+01	0.0000e+00	0.0000e+00
3.1200e+02	3.1200e+02	-9.8736e-01	7.8341e-01	0.0000e+00	0.0000e+00
3.6800e+02	3.1200e+02	1.5527e+01	1.6647e+00	0.0000e+00	0.0000e+00
4.2400e+02	3.1200e+02	4.9468e-02	-1.0543e+00	0.0000e+00	0.0000e+00
4.8000e+02	3.1200e+02	1.5921e+01	-1.5824e+01	0.0000e+00	0.0000e+00
5.3600e+02	3.1200e+02	-1.1625e+00	-9.8036e-01	0.0000e+00	0.0000e+00
5.9200e+02	3.1200e+02	1.0177e+01	1.7416e+00	0.0000e+00	0.0000e+00
6.4800e+02	3.1200e+02	-8.8483e+00	9.8788e-01	0.0000e+00	0.0000e+00
7.0400e+02	3.1200e+02	9.6142e+00	-6.9290e+00	0.0000e+00	0.0000e+00
7.6000e+02	3.1200e+02	1.4015e+01	1.5658e+01	0.0000e+00	0.0000e+00
8.1600e+02	3.1200e+02	4.2892e-01	2.1113e-01	0.0000e+00	0.0000e+00
8.7200e+02	3.1200e+02	6.9838e+00	1.6246e+00	0.0000e+00	0.0000e+00
9.2800e+02	3.1200e+02	-1.5642e+01	1.5822e+01	0.0000e+00	0.0000e+00
9.8400e+02	3.1200e+02	2.2929e+01	-2.8340e+01	0.0000e+00	0.0000e+00
1.0400e+03	3.1200e+02	-1.5963e+01	-9.6953e+00	0.0000e+00	0.0000e+00
3.2000e+01	2.5600e+02	8.3030e+00	-1.5505e+01	0.0000e+00	0.0000e+00
8.8000e+01	2.5600e+02	-6.8671e-01	7.8705e-02	0.0000e+00	0.0000e+00
1.4400e+02	2.5600e+02	6.5728e+00	-1.5643e+01	0.0000e+00	0.0000e+00
2.0000e+02	2.5600e+02	7.5506e+00	-5.1772e+00	0.0000e+00	0.0000e+00
2.5600e+02	2.5600e+02	-2.3717e+01	2.8899e+01	0.0000e+00	0.0000e+00
3.1200e+02	2.5600e+02	5.7796e+00	-1.5375e+01	0.0000e+00	0.0000e+00
3.6800e+02	2.5600e+02	7.2144e+00	-1.1036e+01	0.0000e+00	0.0000e+00
4.2400e+02	2.5600e+02	5.4187e+00	1.5626e+01	0.0000e+00	0.0000e+00
4.8000e+02	2.5600e+02	-3.2784e+00	-1.5993e+01	0.0000e+00	0.0000e+00
5.3600e+02	2.5600e+02	1.5534e+01	4.3921e+00	0.0000e+00	0.0000e+00
5.9200e+02	2.5600e+02	-5.9228e+00	4.8171e+00	0.0000e+00	0.0000e+00
6.4800e+02	2.5600e+02	-2.7660e+01	2.3008e+01	0.0000e+00	0.0000e+00
7.0400e+02	2.5600e+02	2.3973e+01	3.1330e+01	0.0000e+00	0.0000e+00
7.6000e+02	2.5600e+02	1.0023e+01	2.2830e+01	0.0000e+00	0.0000e+00
8.1600e+02	2.5600e+02	-4.8157e+00	-2.4228e-01	0.0000e+00	0.0000e+00
8.7200e+02	2.5600e+02	1.2522e-01	-2.9740e-01	0.0000e+00	0.0000e+00
9.2800e+02	2.5600e+02	1.4170e+00	5.3323e+00	0.0000e+00	0.0000e+00
9.8400e+02	2.5600e+02	-1.5617e+01	5.0761e+00	0.0000e+00	0.0000e+00
1.0400e+03	2.5600e+02	-5.7479e-02	4.8639e-01	0.0000e+00	0.0000e+00
