# x	y	u	v	flags	mask
1.4400e+02	1.5440e+03	1.5725e+01	-2.5316e+00	0.0000e+00	0.0000e+00
2.0000e+02	1.5440e+03	1.5832e+01	-1.1519e+01	0.0000e+00	0.0000e+00
2.5600e+02	1.5440e+03	-6.6340e-01	-1.5575e+01	0.0000e+00	0.0000e+00
3.1200e+02	1.5440e+03	1.5618e+01	-5.9296e+00	0.0000e+00	0.0000e+00
3.6800e+02	1.5440e+03	-5.7085e+00	-4.4663e+00	0.0000e+00	0.0000e+00
4.2400e+02	1.5440e+03	-7.2137e+00	-1.5598e+01	0.0000e+00	0.0000e+00
4.8000e+02	1.5440e+03	1.6220e+01	6.6838e+00	0.0000e+00	0.0000e+00
5.3600e+02	1.5440e+03	-5.0439e+00	3.1604e+00	0.0000e+00	0.0000e+00
5.9200e+02	1.5440e+03	2.4802e+00	1.5533e+01	0.0000e+00	0.0000e+00
6.4800e+02	1.5440e+03	7.8582e-01	-5.4581e+00	0.0000e+00	0.0000e+00
7.0400e+02	1.5440e+03	1.6092e+01	1.8091e+01	0.0000e+00	0.0000e+00
7.6000e+02	1.5440e+03	-1.5525e+01	-2.9911e+00	0.0000e+00	0.0000e+00
8.1600e+02	1.5440e+03	-2.3638e+01	3.0549e+01	0.0000e+00	0.0000e+00
8.7200e+02	1.5440e+03	1.1782e+01	1.2309e+01	0.0000e+00	0.0000e+00
9.2800e+02	1.5440e+03	-1.3119e+01	-8.8899e+00	0.0000e+00	0.0000e+00
9.8400e+02	1.5440e+03	-1.5705e+01	-2.2670e+00	0.0000e+00	0.0000e+00
1.0400e+03	1.5440e+03	1.8227e+00	3.1862e+00	0.0000e+00	0.0000e+00
3.2000e+01	1.4880e+03	-1.8224e+01	-2.7810e+01	0.0000e+00	0.0000e+00
8.8000e+01	1.4880e+03	-2.4386e-01	-1.5014e+01	0.0000e+00	0.0000e+00
1.4400e+02	1.4880e+03	3.2252e-01	2.2447e+00	0.0000e+00	0.0000e+00
2.0000e+02	1.4880e+03	-1.5508e+01	-1.8241e+01	0.0000e+00	0.0000e+00
2.5600e+02	1.4880e+03	3.0867e-01	1.5609e+01	0.0000e+00	0.0000e+00
3.1200e+02	1.4880e+03	1.9171e+00	-6.9642e+00	0.0000e+00	0.0000e+00
3.6800e+02	1.4880e+03	-2.5895e+01	-2.8783e+01	0.0000e+00	0.0000e+00
4.2400e+02	1.4880e+03	4.6384e+00	-1.5924e+01	0.0000e+00	0.0000e+00
4.8000e+02	1.4880e+03	1.2614e+01	1.0752e+01	0.0000e+00	0.0000e+00
5.3600e+02	1.4880e+03	-1.6001e+01	-2.7797e+01	0.0000e+00	0.0000e+00
5.9200e+02	1.4880e+03	4.7220e-02	1.6008e-01	0.0000e+00	0.0000e+00
6.4800e+02	1.4880e+03	1.5554e+01	-1.5673e+01	0.0000e+00	0.0000e+00
7.0400e+02	1.4880e+03	1.5580e+01	1.7458e+00	0.0000e+00	0.0000e+00
7.6000e+02	1.4880e+03	-1.5719e+01	8.5329e+00	0.0000e+00	0.0000e+00
8.1600e+02	1.4880e+03	1.1448e+01	1.0502e+01	0.0000e+00	0.0000e+00
8.7200e+02	1.4880e+03	2.5909e+01	-2.6084e+01	0.0000e+00	0.0000e+00
9.2800e+02	1.4880e+03	-1.6048e+01	-3.9564e+00	0.0000e+00	0.0000e+00
9.8400e+02	1.4880e+03	-1.0383e+01	2.9641e+01	0.0000e+00	0.0000e+00
1.0400e+03	1.4880e+03	-7.7055e+00	2.4442e+01	0.0000e+00	0.0000e+00
3.2000e+01	1.4320e+03	-1.9490e+00	8.4649e+00	0.0000e+00	0.0000e+00
8.8000e+01	1.4320e+03	2.9683e+00	1.5559e+01	0.0000e+00	0.0000e+00
1.4400e+02	1.4320e+03	1.5512e+01	-1.4751e+01	0.0000e+00	0.0000e+00
2.0000e+02	1.4320e+03	-7.6147e+00	-1.0698e+00	0.0000e+00	0.0000e+00
2.5600e+02	1.4320e+03	1.5757e+01	-9.8911e+00	0.0000e+00	0.0000e+00
3.1200e+02	1.4320e+03	1.6362e+01	-9.0205e+00	0.0000e+00	0.0000e+00
3.6800e+02	1.4320e+03	3.6802e+00	-6.9659e+00	0.0000e+00	0.0000e+00
4.2400e+02	1.4320e+03	1.3887e-01	4.5235e-01	0.0000e+00	0.0000e+00
4.8000e+02	1.4320e+03	1.3111e+01	-4.2161e+00	0.0000e+00	0.0000e+00
5.3600e+02	1.4320e+03	-1.5870e+01	-1.3812e+01	0.0000e+00	0.0000e+00
5.9200e+02	1.4320e+03	-8.9271e+00	-1.6221e+01	0.0000e+00	0.0000e+00
6.4800e+02	1.4320e+03	-2.3589e+01	3.0271e+01	0.0000e+00	0.0000e+00
7.0400e+02	1.4320e+03	1.0218e-01	-1.4025e-01	0.0000e+00	0.0000e+00
7.6000e+02	1.4320e+03	1.5814e+01	-3.5968e+00	0.0000e+00	0.0000e+00
8.1600e+02	1.4320e+03	2.9699e+01	7.9611e+00	0.0000e+00	0.0000e+00
8.7200e+02	1.4320e+03	1.9854e+00	4.9818e-01	0.0000e+00	0.0000e+00
9.2800e+02	1.4320e+03	-1.5015e+00	2.4880e+01	0.0000e+00	0.0000e+00
9.8400e+02	1.4320e+03	-4.1158e-01	-3.4199e+00	0.0000e+00	0.0000e+00
1.0400e+03	1.4320e+03	8.2538e-01	-1.5600e+01	0.0000e+00	0.0000e+00
3.2000e+01	1.3760e+03	1.5638e+01	6.0148e+00	0.0000e+00	0.0000e+00
8.8000e+01	1.3760e+03	-7.4513e+00	2.5114e+00	0.0000e+00	0.0000e+00
1.4400e+02	1.3760e+03	1.4885e+01	2.6528e+01	0.0000e+00	0.0000e+00
2.0000e+02	1.3760e+03	3.3429e+00	-5.7782e+00	0.0000e+00	0.0000e+00
2.5600e+02	1.3760e+03	1.5643e+01	-2.4624e+01	0.0000e+00	0.0000e+00
3.1200e+02	1.3760e+03	-7.9881e+00	-8.2184e+00	0.0000e+00	0.0000e+00
3.6800e+02	1.3760e+03	-6.0138e+00	-1.5904e+01	0.0000e+00	0.0000e+00
4.2400e+02	1.3760e+03	7.1400e+00	-1.5827e+01	0.0000e+00	0.0000e+00
4.8000e+02	1.3760e+03	4.3064e+00	-5.0630e+00	0.0000e+00	0.0000e+00
5.3600e+02	1.3760e+03	5.6940e-01	-3.8538e+00	0.0000e+00	0.0000e+00
5.9200e+02	1.3760e+03	-2.9901e+01	-1.5771e+01	0.0000e+00	0.0000e+00
6.4800e+02	1.3760e+03	-4.1990e+00	1.5731e+01	0.0000e+00	0.0000e+00
7.0400e+02	1.3760e+03	2.0874e+00	6.9732e-01	0.0000e+00	0.0000e+00
7.6000e+02	1.3760e+03	6.7363e+00	1.4128e+01	0.0000e+00	0.0000e+00
8.1600e+02	1.3760e+03	1.5653e+01	-1.5279e+01	0.0000e+00	0.0000e+00
8.7200e+02	1.3760e+03	1.5889e+01	8.7563e+00	0.0000e+00	0.0000e+00
9.2800e+02	1.3760e+03	-1.4575e+01	-2.5891e+01	0.0000e+00	0.0000e+00
9.8400e+02	1.3760e+03	-2.8606e-01	-2.3088e-01	0.0000e+00	0.0000e+00
1.0400e+03	1.3760e+03	-3.7478e+00	6.2798e+00	0.0000e+00	0.0000e+00
3.2000e+01	1.3200e+03	-1.5695e+01	-1.5848e+01	0.0000e+00	0.0000e+00
8.8000e+01	1.3200e+03	1.0967e+01	-1.4033e+01	0.0000e+00	0.0000e+00
1.4400e+02	1.3200e+03	1.2010e+01	-1.9010e+01	0.0000e+00	0.0000e+00
2.0000e+02	1.3200e+03	2.0977e+01	-1.6161e+01	0.0000e+00	0.0000e+00
2.5600e+02	1.3200e+03	1.6007e+01	-1.5585e+01	0.0000e+00	0.0000e+00
3.1200e+02	1.3200e+03	-2.6984e+01	-1.8402e+01	0.0000e+00	0.0000e+00
3.6800e+02	1.3200e+03	1.5678e+01	-1.5084e+01	0.0000e+00	0.0000e+00
4.2400e+02	1.3200e+03	2.9248e+01	-2.2574e+01	0.0000e+00	0.0000e+00
4.8000e+02	1.3200e+03	2.4234e+00	1.5510e+00	0.0000e+00	0.0000e+00
5.3600e+02	1.3200e+03	1.3982e+01	4.6940e+00	0.0000e+00	0.0000e+00
5.9200e+02	1.3200e+03	3.2441e+00	-2.8559e+00	0.0000e+00	0.0000e+00
6.4800e+02	1.3200e+03	1.2452e+01	1.3519e+00	0.0000e+00	0.0000e+00
7.0400e+02	1.3200e+03	-2.1631e+00	2.0122e+00	0.0000e+00	0.0000e+00
7.6000e+02	1.3200e+03	2.7980e+01	-2.9804e+01	0.0000e+00	0.0000e+00
8.1600e+02	1.3200e+03	3.9123e+00	1.3203e+01	0.0000e+00	0.0000e+00
8.7200e+02	1.3200e+03	-1.7421e+01	1.2541e+01	0.0000e+00	0.0000e+00
9.2800e+02	1.3200e+03	6.8406e+00	2.0826e+00	0.0000e+00	0.0000e+00
9.8400e+02	1.3200e+03	1.5715e+01	-4.0786e+00	0.0000e+00	0.0000e+00
1.0400e+03	1.3200e+03	-1.0719e+01	-3.8005e+00	0.0000e+00	0.0000e+00
3.2000e+01	1.2640e+03	2.6207e-01	1.0592e+00	0.0000e+00	0.0000e+00
8.8000e+01	1.2640e+03	5.7178e+00	-1.8647e+00	0.0000e+00	0.0000e+00
1.4400e+02	1.2640e+03	1.6124e+01	2.1493e+01	0.0000e+00	0.0000e+00
2.0000e+02	1.2640e+03	1.6110e+01	1.2426e+01	0.0000e+00	0.0000e+00
2.5600e+02	1.2640e+03	9.7725e+00	-1.6422e+01	0.0000e+00	0.0000e+00
3.1200e+02	1.2640e+03	1.5655e+01	-1.1295e+01	0.0000e+00	0.0000e+00
3.6800e+02	1.2640e+03	-2.2656e+00	-1.5803e+01	0.0000e+00	0.0000e+00
4.2400e+02	1.2640e+03	-1.9546e-01	2.8641e-01	0.0000e+00	0.0000e+00
4.8000e+02	1.2640e+03	1.0722e+00	-1.8695e+00	0.0000e+00	0.0000e+00
5.3600e+02	1.2640e+03	1.6457e+01	2.6995e+01	0.0000e+00	0.0000e+00
5.9200e+02	1.2640e+03	-1.0991e+01	2.6484e+01	0.0000e+00	0.0000e+00
6.4800e+02	1.2640e+03	1.5618e+01	1.4666e+00	0.0000e+00	0.0000e+00
7.0400e+02	1.2640e+03	1.5814e+01	-2.9374e+01	0.0000e+00	0.0000e+00
7.6000e+02	1.2640e+03	1.8291e+01	-7.2856e+00	0.0000e+00	0.0000e+00
8.1600e+02	1.2640e+03	-2.8706e+01	-2.4604e+01	0.0000e+00	0.0000e+00
8.7200e+02	1.2640e+03	2.3162e+01	-1.4398e+01	0.0000e+00	0.0000e+00
9.2800e+02	1.2640e+03	-2.6266e+01	-1.5891e+01	0.0000e+00	0.0000e+00
9.8400e+02	1.2640e+03	1.5627e+01	-1.5679e+01	0.0000e+00	0.0000e+00
1.0400e+03	1.2640e+03	-5.1090e+00	4.0058e-01	0.0000e+00	0.0000e+00
3.2000e+01	1.2080e+03	-1.5506e+01	-1.4911e+01	0.0000e+00	0.0000e+00
8.8000e+01	1.2080e+03	1.9817e+00	-2.0201e+00	0.0000e+00	0.0000e+00
1.4400e+02	1.2080e+03	-4.9340e+00	7.8885e-01	0.0000e+00	0.0000e+00
2.0000e+02	1.2080e+03	1.5642e+01	-6.7738e+00	0.0000e+00	0.0000e+00
2.5600e+02	1.2080e+03	1.2469e+01	8.7913e+00	0.0000e+00	0.0000e+00
3.1200e+02	1.2080e+03	2.8465e+01	2.0822e+01	0.0000e+00	0.0000e+00
3.6800e+02	1.2080e+03	-7.1251e+00	1.5399e+00	0.0000e+00	0.0000e+00
4.2400e+02	1.2080e+03	1.5688e+01	-2.8513e+00	0.0000e+00	0.0000e+00
4.8000e+02	1.2080e+03	1.5929e+01	-1.1888e+01	0.0000e+00	0.0000e+00
5.3600e+02	1.2080e+03	1.1580e+01	-4.1913e+00	0.0000e+00	0.0000e+00
5.9200e+02	1.2080e+03	-2.9160e+01	3.0991e+01	0.0000e+00	0.0000e+00
6.4800e+02	1.2080e+03	-1.5533e+01	7.1135e+00	0.0000e+00	0.0000e+00
7.0400e+02	1.2080e+03	1.5970e+01	-2.8273e+01	0.0000e+00	0.0000e+00
7.6000e+02	1.2080e+03	-1.0293e-02	-1.6343e-01	0.0000e+00	0.0000e+00
8.1600e+02	1.2080e+03	-1.7642e+01	2.2260e+01	0.0000e+00	0.0000e+00
8.7200e+02	1.2080e+03	1.5600e+01	-5.9176e+00	0.0000e+00	0.0000e+00
9.2800e+02	1.2080e+03	1.5603e+01	-2.2466e+00	0.0000e+00	0.0000e+00
9.8400e+02	1.2080e+03	9.3112e-01	-2.7765e+00	0.0000e+00	0.0000e+00
1.0400e+03	1.2080e+03	-1.1576e-01	-4.5305e+00	0.0000e+00	0.0000e+00
3.2000e+01	1.1520e+03	-9.4388e-01	-4.9880e+00	0.0000e+00	0.0000e+00
8.8000e+01	1.1520e+03	1.9923e+00	4.0350e+00	0.0000e+00	0.0000e+00
1.4400e+02	1.1520e+03	3.8974e+00	3.3453e-01	0.0000e+00	0.0000e+00
2.0000e+02	1.1520e+03	-2.8767e+01	-2.6216e+01	0.0000e+00	0.0000e+00
2.5600e+02	1.1520e+03	1.5586e+01	2.4259e+00	0.0000e+00	0.0000e+00
3.1200e+02	1.1520e+03	-3.7416e-01	2.5973e+00	0.0000e+00	0.0000e+00
3.6800e+02	1.1520e+03	2.6711e+01	-2.7787e+01	0.0000e+00	0.0000e+00
4.2400e+02	1.1520e+03	1.6245e+01	-3.7968e+00	0.0000e+00	0.0000e+00
4.8000e+02	1.1520e+03	3.2716e+00	-3.6779e+00	0.0000e+00	0.0000e+00
5.3600e+02	1.1520e+03	1.6497e+01	-1.2616e+01	0.0000e+00	0.0000e+00
5.9200e+02	1.1520e+03	7.0444e+00	-1.3868e+00	0.0000e+00	0.0000e+00
6.4800e+02	1.1520e+03	-1.9066e+01	-2.6155e+01	0.0000e+00	0.0000e+00
7.0400e+02	1.1520e+03	-4.0260e-01	-3.7842e-01	0.0000e+00	0.0000e+00
7.6000e+02	1.1520e+03	-6.4981e+00	1.5685e+00	0.0000e+00	0.0000e+00
8.1600e+02	1.1520e+03	1.5558e+01	-8.4287e+00	0.0000e+00	0.0000e+00
8.7200e+02	1.1520e+03	2.5450e+01	-1.0572e+01	0.0000e+00	0.0000e+00
9.2800e+02	1.1520e+03	-3.0701e+01	-1.2123e+01	0.0000e+00	0.0000e+00
9.8400e+02	1.1520e+03	1.6028e+01	-2.1213e+00	0.0000e+00	0.0000e+00
1.0400e+03	1.1520e+03	-1.1586e+01	-1.3955e+01	0.0000e+00	0.0000e+00
3.2000e+01	1.0960e+03	1.5567e+01	1.2628e+00	0.0000e+00	0.0000e+00
8.8000e+01	1.0960e+03	1.5698e+01	4.7698e+00	0.0000e+00	0.0000e+00
1.4400e+02	1.0960e+03	-1.1094e+01	6.1628e+00	0.0000e+00	0.0000e+00
2.0000e+02	1.0960e+03	1.5623e+01	1.1034e+01	0.0000e+00	0.0000e+00
2.5600e+02	1.0960e+03	3.9062e+00	1.0973e+01	0.0000e+00	0.0000e+00
3.1200e+02	1.0960e+03	9.7505e-02	1.8346e-01	0.0000e+00	0.0000e+00
3.6800e+02	1.0960e+03	-3.0327e+01	1.2397e+01	0.0000e+00	0.0000e+00
4.2400e+02	1.0960e+03	-1.9373e+01	2.8120e+01	0.0000e+00	0.0000e+00
4.8000e+02	1.0960e+03	1.5563e+01	-5.0618e+00	0.0000e+00	0.0000e+00
5.3600e+02	1.0960e+03	-1.5568e+01	-7.4729e+00	0.0000e+00	0.0000e+00
5.9200e+02	1.0960e+03	-2.4428e+00	6.9202e+00	0.0000e+00	0.0000e+00
6.4800e+02	1.0960e+03	1.6968e-01	-1.8340e+00	0.0000e+00	0.0000e+00
7.0400e+02	1.0960e+03	1.5572e+01	-8.5974e+00	0.0000e+00	0.0000e+00
7.6000e+02	1.0960e+03	1.5867e+01	-6.7194e+00	0.0000e+00	0.0000e+00
8.1600e+02	1.0960e+03	1.5937e+01	-6.7770e+00	0.0000e+00	0.0000e+00
8.7200e+02	1.0960e+03	-1.2996e+00	-4.8765e+00	0.0000e+00	0.0000e+00
9.2800e+02	1.0960e+03	-2.4093e+01	-4.6272e+00	0.0000e+00	0.0000e+00
9.8400e+02	1.0960e+03	-1.1383e+01	9.3155e-01	0.0000e+00	0.0000e+00
